Order ID,Order Date,Customer Name,Country,State,City,Region,Segment,Ship Mode,Category,Sub0Category,Product Name,Discount,Sales,Profit,Quantity
BN0201104913858,1/13/2011,Julian Dobie,Netherlands,South Holland,Dordrecht,Central,Consumer,Economy,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",0.5,22,12,4
BN0201104913858,1/13/2011,Julian Dobie,Netherlands,South Holland,Dordrecht,Central,Consumer,Economy,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",0.5,50,38,2
BN0201104913858,1/13/2011,Julian Dobie,Netherlands,South Holland,Dordrecht,Central,Consumer,Economy,Office Supplies,Storage,"Smead Lockers, Blue",0.5,198,131,2
BN0201102807470,1/13/2011,Rose Heap,Sweden,Västra Götaland,Gothenburg,North,Consumer,Economy,Office Supplies,Art,"Sanford Pens, Fluorescent",0.5,31,14,5
AZ0201105960662,1/14/2011,Ella Troy,Austria,Vienna,Vienna,Central,Home Office,Economy,Office Supplies,Paper,"Xerox Message Books, Premium",0,224,103,11
AZ0201105960662,1/14/2011,Ella Troy,Austria,Vienna,Vienna,Central,Home Office,Economy,Technology,Machines,"StarTech Card Printer, White",0,486,78,3
AZ0201105960662,1/14/2011,Ella Troy,Austria,Vienna,Vienna,Central,Home Office,Economy,Technology,Phones,"Apple Headset, with Caller ID",0,440,66,6
AZ0201107675351,1/15/2011,Everett Dunbar,Germany,Lower Saxony,Langen,Central,Corporate,Economy Plus,Office Supplies,Appliances,"Cuisinart Microwave, White",0.1,249,3,1
AZ0201107675351,1/15/2011,Everett Dunbar,Germany,Lower Saxony,Langen,Central,Corporate,Economy Plus,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",0,21,7,2
AZ0201107675351,1/15/2011,Everett Dunbar,Germany,Lower Saxony,Langen,Central,Corporate,Economy Plus,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",0,170,25,5
AZ0201107675351,1/15/2011,Everett Dunbar,Germany,Lower Saxony,Langen,Central,Corporate,Economy Plus,Office Supplies,Supplies,"Elite Letter Opener, Easy Grip",0,55,2,2
AZ0201107675351,1/15/2011,Everett Dunbar,Germany,Lower Saxony,Langen,Central,Corporate,Economy Plus,Technology,Copiers,"Hewlett Copy Machine, Laser",0,527,11,2
BN0201103770060,1/17/2011,Georgia Bermingham,Denmark,Hovedstaden,Copenhagen,North,Home Office,Economy,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",0.5,17,8,3
AZ0201107419210,1/18/2011,Christopher Goold,Spain,Valenciana,Gandia,South,Corporate,Priority,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",0,108,33,8
AZ0201101816950,1/18/2011,John Baca,Denmark,South Denmark,Esbjerg,North,Consumer,Economy Plus,Office Supplies,Binders,"Acco Binding Machine, Economy",0.5,26,11,1
AZ0201103059419,1/19/2011,Kai Leonard,Italy,Lombardy,Sesto San Giovanni,South,Corporate,Priority,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",0,48,21,3
AZ0201105342265,1/19/2011,Jennifer Mattingly,Italy,Sicily,Trapani,South,Home Office,Priority,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",0,145,44,3
AZ0201105342265,1/19/2011,Jennifer Mattingly,Italy,Sicily,Trapani,South,Home Office,Priority,Office Supplies,Storage,"Fellowes Folders, Blue",0.4,48,8,3
AZ0201102002251,1/20/2011,Nathan Iqbal,France,Ile0de0France,Villiers0sur0Marne,Central,Consumer,Economy,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",0,58,8,2
AZ0201105357101,1/21/2011,Noah Chamberlain,Germany,North Rhine0Westphalia,Bielefeld,Central,Consumer,Economy,Technology,Accessories,"Memorex Router, Programmable",0,495,233,2
AZ0201102245674,1/22/2011,Dylan Disney,Belgium,Flemish Brabant,Leuven,Central,Home Office,Economy,Office Supplies,Binders,"Avery Index Tab, Clear",0,12,3,2
AZ0201102245674,1/22/2011,Dylan Disney,Belgium,Flemish Brabant,Leuven,Central,Home Office,Economy,Office Supplies,Storage,"Tenex File Cart, Blue",0,666,120,5
AZ0201108034411,1/22/2011,Melissa Bean,Italy,Tuscany,Prato,South,Home Office,Economy,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",0,825,338,2
AZ0201108034411,1/22/2011,Melissa Bean,Italy,Tuscany,Prato,South,Home Office,Economy,Office Supplies,Art,"Boston Canvas, Easy0Erase",0,54,12,1
AZ0201108034411,1/22/2011,Melissa Bean,Italy,Tuscany,Prato,South,Home Office,Economy,Office Supplies,Storage,"Rogers Lockers, Single Width",0.4,889,59,7
AZ0201106684426,1/24/2011,Vaughn Gibbs,Italy,Sicily,Gela,South,Home Office,Economy Plus,Office Supplies,Art,"Boston Markers, Fluorescent",0,28,4,1
BN0201107883641,1/24/2011,William Horton,Italy,Emilia0Romagna,Bologna,South,Consumer,Priority,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",0.6,73,57,1
BN0201107883641,1/24/2011,William Horton,Italy,Emilia0Romagna,Bologna,South,Consumer,Priority,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",0.6,69,95,3
BN0201107883641,1/24/2011,William Horton,Italy,Emilia0Romagna,Bologna,South,Consumer,Priority,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",0,41,3,4
BN0201107883641,1/24/2011,William Horton,Italy,Emilia0Romagna,Bologna,South,Consumer,Priority,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",0,54,8,5
BN0201107883641,1/24/2011,William Horton,Italy,Emilia0Romagna,Bologna,South,Consumer,Priority,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",0,55,3,3
AZ0201104205736,1/25/2011,David Harney,Germany,North Rhine0Westphalia,Menden,Central,Corporate,Economy,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack",0,20,4,1
AZ0201104205736,1/25/2011,David Harney,Germany,North Rhine0Westphalia,Menden,Central,Corporate,Economy,Office Supplies,Binders,"Cardinal Binder, Clear",0,133,4,10
AZ0201105010109,1/25/2011,Walter Coley,France,Ile0de0France,Maisons0Alfort,Central,Consumer,Economy,Office Supplies,Art,"Stanley Markers, Water Color",0,178,59,7
AZ020110201891,1/26/2011,Lori Miller,Spain,Madrid,Madrid,South,Consumer,Economy,Office Supplies,Labels,"Smead Removable Labels, 5000 Label Set",0,32,10,3
AZ0201105708655,1/26/2011,Hayley Baldwinson,Norway,Oslo,Oslo,North,Consumer,Economy,Office Supplies,Binders,"Acco Binder Covers, Clear",0,13,5,1
AZ0201105708655,1/26/2011,Hayley Baldwinson,Norway,Oslo,Oslo,North,Consumer,Economy,Office Supplies,Binders,"Avery Binder, Economy",0,52,20,4
AZ0201105708655,1/26/2011,Hayley Baldwinson,Norway,Oslo,Oslo,North,Consumer,Economy,Technology,Accessories,"Memorex Flash Drive, Bluetooth",0,88,18,3
BN0201106722454,1/26/2011,Joseph Locke,Portugal,Lisboa,Lisbon,South,Corporate,Economy,Technology,Copiers,"Hewlett Wireless Fax, Laser",0.5,570,217,3
BN020110486854,1/28/2011,Gracie Hicks,France,Provence0Alpes0Côte d'Azur,Draguignan,Central,Consumer,Economy,Office Supplies,Storage,"Rogers Folders, Single Width",0.1,28,1,1
AZ0201102825684,2/1/2011,Hollie Norris,Germany,North Rhine0Westphalia,Halle,Central,Consumer,Economy,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",0,21,11,3
AZ0201102825684,2/1/2011,Hollie Norris,Germany,North Rhine0Westphalia,Halle,Central,Consumer,Economy,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",0,12,4,2
AZ020110494581,2/1/2011,Kiara Allen,Italy,Emilia0Romagna,Parma,South,Consumer,Economy,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",0,78,20,3
AZ020110838467,2/2/2011,Ronald Everson,Germany,Saxony,Dresden,Central,Corporate,Priority,Office Supplies,Paper,"Xerox Note Cards, Premium",0.5,13,8,1
AZ020110838467,2/2/2011,Ronald Everson,Germany,Saxony,Dresden,Central,Corporate,Priority,Technology,Copiers,"HP Fax and Copier, Digital",0.5,86,0,1
AZ020110838467,2/2/2011,Ronald Everson,Germany,Saxony,Dresden,Central,Corporate,Priority,Technology,Phones,"Motorola Signal Booster, Cordless",0.5,584,59,8
AZ0201104987681,2/2/2011,Daryl Claypool,Spain,Andalusía,Seville,South,Corporate,Economy Plus,Office Supplies,Supplies,"Acme Box Cutter, High Speed",0,38,18,1
AZ0201104987681,2/2/2011,Daryl Claypool,Spain,Andalusía,Seville,South,Corporate,Economy Plus,Technology,Phones,"Cisco Smart Phone, Full Size",0.1,587,104,1
AZ0201104614904,2/2/2011,Caleb Kenyon,Spain,Valenciana,Torrevieja,South,Corporate,Priority,Office Supplies,Art,"Boston Highlighters, Water Color",0,44,8,2
AZ0201107043718,2/2/2011,Winnie Moss,Spain,Catalonia,Barcelona,South,Consumer,Economy Plus,Furniture,Bookcases,"Ikea Library with Doors, Pine",0,729,241,2
AZ0201107043718,2/2/2011,Winnie Moss,Spain,Catalonia,Barcelona,South,Consumer,Economy Plus,Furniture,Chairs,"SAFCO Steel Folding Chair, Black",0.2,266,23,4
AZ0201107043718,2/2/2011,Winnie Moss,Spain,Catalonia,Barcelona,South,Consumer,Economy Plus,Office Supplies,Art,"BIC Canvas, Water Color",0,57,1,1
AZ0201107043718,2/2/2011,Winnie Moss,Spain,Catalonia,Barcelona,South,Consumer,Economy Plus,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",0,116,13,4
AZ0201104696725,2/2/2011,Courtney Hancock,United Kingdom,England,London,North,Consumer,Priority,Technology,Phones,"Cisco Headset, Full Size",0.1,162,43,2
BN0201102468159,2/2/2011,Brandon Preston,France,Alsace0Champagne0Ardenne0Lorraine,Reims,Central,Consumer,Economy,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",0.5,46,41,5
BN0201102468159,2/2/2011,Brandon Preston,France,Alsace0Champagne0Ardenne0Lorraine,Reims,Central,Consumer,Economy,Technology,Accessories,"Logitech Numeric Keypad, Erganomic",0.5,44,8,2
BN0201102468159,2/2/2011,Brandon Preston,France,Alsace0Champagne0Ardenne0Lorraine,Reims,Central,Consumer,Economy,Technology,Copiers,"Hewlett Copy Machine, Color",0.7,550,236,6
BN0201102468159,2/2/2011,Brandon Preston,France,Alsace0Champagne0Ardenne0Lorraine,Reims,Central,Consumer,Economy,Technology,Machines,"Konica Phone, White",0.7,89,76,3
BN0201109336144,2/2/2011,Lara Stoate,Germany,Bavaria,Rosenheim,Central,Corporate,Immediate,Office Supplies,Storage,"Fellowes File Cart, Industrial",0.1,248,8,2
BN0201109336144,2/2/2011,Lara Stoate,Germany,Bavaria,Rosenheim,Central,Corporate,Immediate,Technology,Copiers,"Brother Wireless Fax, Laser",0,379,140,1
BN0201107087921,2/3/2011,Max Ludwig,Sweden,Uppsala,Uppsala,North,Home Office,Economy Plus,Office Supplies,Art,"Boston Pencil Sharpener, Easy0Erase",0.5,91,62,6
AZ0201106835828,2/4/2011,Summer Hayward,France,Provence0Alpes0Côte d'Azur,Nice,Central,Consumer,Economy,Office Supplies,Storage,"Tenex Shelving, Industrial",0.1,149,15,3
AZ0201102397035,2/7/2011,Millie Newman,France,Nord0Pas0de0Calais0Picardie,Boulogne0sur0Mer,Central,Consumer,Economy,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",0,112,4,4
AZ0201102397035,2/7/2011,Millie Newman,France,Nord0Pas0de0Calais0Picardie,Boulogne0sur0Mer,Central,Consumer,Economy,Office Supplies,Binders,"Avery Binder Covers, Durable",0,50,6,4
AZ0201102397035,2/7/2011,Millie Newman,France,Nord0Pas0de0Calais0Picardie,Boulogne0sur0Mer,Central,Consumer,Economy,Technology,Machines,"Konica Receipt Printer, Wireless",0.2,208,12,2
AZ0201109421435,2/7/2011,Larry Klaus,France,Provence0Alpes0Côte d'Azur,La Crau,Central,Corporate,Economy,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",0,31,11,3
AZ0201102956456,2/8/2011,Shelby Dunston,Italy,Tuscany,Siena,South,Consumer,Economy,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack",0,110,22,6
AZ0201109107304,2/9/2011,Erin Gill,Spain,Catalonia,Barcelona,South,Home Office,Economy,Furniture,Bookcases,"Ikea Corner Shelving, Metal",0,368,15,3
AZ0201109107304,2/9/2011,Erin Gill,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",0,93,24,2
AZ0201109107304,2/9/2011,Erin Gill,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Binders,"Cardinal 30Hole Punch, Clear",0,85,18,3
AZ0201109107304,2/9/2011,Erin Gill,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",0,48,5,3
AZ0201109107304,2/9/2011,Erin Gill,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Storage,"Smead Folders, Wire Frame",0.1,60,3,4
AZ0201102606042,2/9/2011,Piper Wilder0Neligan,Germany,Hesse,Frankfurt,Central,Consumer,Immediate,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",0,133,5,5
AZ0201102606042,2/9/2011,Piper Wilder0Neligan,Germany,Hesse,Frankfurt,Central,Consumer,Immediate,Office Supplies,Binders,"Cardinal Binder Covers, Clear",0,80,21,7
AZ0201105195846,2/9/2011,Patricia Lukes,Netherlands,Overijssel,Almelo,Central,Corporate,Economy,Furniture,Furnishings,"Advantus Frame, Duo Pack",0.2,267,90,3
AZ0201105195846,2/9/2011,Patricia Lukes,Netherlands,Overijssel,Almelo,Central,Corporate,Economy,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Set of 50",0.5,55,19,4
AZ0201105195846,2/9/2011,Patricia Lukes,Netherlands,Overijssel,Almelo,Central,Corporate,Economy,Office Supplies,Storage,"Rogers Trays, Wire Frame",0.5,91,2,3
AZ0201107255147,2/10/2011,Lilian Macredie,Switzerland,Basel0Stadt,Basel,Central,Corporate,Economy,Furniture,Bookcases,"Sauder Library with Doors, Mobile",0,780,117,2
AZ0201107255147,2/10/2011,Lilian Macredie,Switzerland,Basel0Stadt,Basel,Central,Corporate,Economy,Office Supplies,Art,"BIC Highlighters, Blue",0,19,8,1
AZ0201105676694,2/10/2011,Jasmine Slater,Spain,Madrid,Coslada,South,Corporate,Economy,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",0,822,353,2
AZ0201105676694,2/10/2011,Jasmine Slater,Spain,Madrid,Coslada,South,Corporate,Economy,Office Supplies,Art,"Boston Highlighters, Easy0Erase",0,19,4,1
AZ020110819110,2/10/2011,Charlotte Taylor,France,Provence0Alpes0Côte d'Azur,Marseille,Central,Consumer,Economy,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",0,50,24,4
AZ020110819110,2/10/2011,Charlotte Taylor,France,Provence0Alpes0Côte d'Azur,Marseille,Central,Consumer,Economy,Technology,Machines,"Panasonic Receipt Printer, Wireless",0.2,206,27,2
BN0201103032749,2/10/2011,Victoria Bell,Germany,Lower Saxony,Hanover,Central,Home Office,Immediate,Office Supplies,Binders,"Avery Binder Covers, Clear",0.5,26,14,5
BN0201103032749,2/10/2011,Victoria Bell,Germany,Lower Saxony,Hanover,Central,Home Office,Immediate,Office Supplies,Storage,"Tenex File Cart, Industrial",0.6,215,220,4
AZ0201106048331,2/14/2011,Kayleigh Farmer,Spain,Valenciana,Elda,South,Consumer,Economy Plus,Office Supplies,Art,"BIC Markers, Blue",0,26,1,1
AZ0201106048331,2/14/2011,Kayleigh Farmer,Spain,Valenciana,Elda,South,Consumer,Economy Plus,Office Supplies,Storage,"Eldon Box, Blue",0.1,9,2,1
BN020110493873,2/15/2011,Tyson Ebden,Netherlands,Overijssel,Hardenberg,Central,Consumer,Economy,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",0.5,875,577,4
BN020110493873,2/15/2011,Tyson Ebden,Netherlands,Overijssel,Hardenberg,Central,Consumer,Economy,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",0.7,273,500,3
BN020110408191,2/15/2011,Sophie Franklin,Spain,Andalusía,Seville,South,Corporate,Economy,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",0.2,728,82,2
BN020110408191,2/15/2011,Sophie Franklin,Spain,Andalusía,Seville,South,Corporate,Economy,Furniture,Furnishings,"Rubbermaid Door Stop, Erganomic",0,127,19,3
BN020110307477,2/16/2011,Maya O'Sullivan,France,Languedoc0Roussillon0Midi0Pyrénées,Muret,Central,Corporate,Economy Plus,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",0.1,4544,1868,11
BN020110307477,2/16/2011,Maya O'Sullivan,France,Languedoc0Roussillon0Midi0Pyrénées,Muret,Central,Corporate,Economy Plus,Office Supplies,Appliances,"Hoover Microwave, Black",0.1,277,0,1
BN020110307477,2/16/2011,Maya O'Sullivan,France,Languedoc0Roussillon0Midi0Pyrénées,Muret,Central,Corporate,Economy Plus,Office Supplies,Art,"Stanley Highlighters, Easy0Erase",0,90,32,6
BN020110307477,2/16/2011,Maya O'Sullivan,France,Languedoc0Roussillon0Midi0Pyrénées,Muret,Central,Corporate,Economy Plus,Technology,Phones,"Nokia Audio Dock, VoIP",0.2,284,43,2
AZ0201108122214,2/18/2011,Ronald Everson,France,Bourgogne0Franche0Comté,Beaune,Central,Corporate,Economy,Office Supplies,Fasteners,"OIC Thumb Tacks, Assorted Sizes",0,35,14,3
AZ0201109155070,2/18/2011,Julian Mack,France,Ile0de0France,Paris,Central,Consumer,Economy,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",0,24,8,4
AZ0201109155070,2/18/2011,Julian Mack,France,Ile0de0France,Paris,Central,Consumer,Economy,Technology,Machines,"Panasonic Calculator, Durable",0.2,129,2,3
AZ0201102939440,2/18/2011,Tegan Savage,Germany,North Rhine0Westphalia,Castrop0Rauxel,Central,Consumer,Economy Plus,Office Supplies,Fasteners,"Advantus Thumb Tacks, Assorted Sizes",0,55,8,5
AZ0201102939440,2/18/2011,Tegan Savage,Germany,North Rhine0Westphalia,Castrop0Rauxel,Central,Consumer,Economy Plus,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",0,62,23,7
AZ0201102270958,2/21/2011,Eva Hargraves,Italy,Lombardy,Milan,South,Consumer,Economy,Furniture,Tables,"Barricks Round Table, with Bottom Storage",0.5,1003,943,4
AZ0201102270958,2/21/2011,Eva Hargraves,Italy,Lombardy,Milan,South,Consumer,Economy,Office Supplies,Art,"Binney & Smith Canvas, Water Color",0,164,78,3
AZ0201102270958,2/21/2011,Eva Hargraves,Italy,Lombardy,Milan,South,Consumer,Economy,Office Supplies,Storage,"Smead Trays, Blue",0.4,29,13,1
AZ0201102270958,2/21/2011,Eva Hargraves,Italy,Lombardy,Milan,South,Consumer,Economy,Technology,Machines,"Okidata Calculator, Red",0.4,30,5,1
BN020110555099,2/21/2011,Jonathan Summons,Switzerland,Zürich,Zurich,Central,Consumer,Economy,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",0,21,6,2
BN020110555099,2/21/2011,Jonathan Summons,Switzerland,Zürich,Zurich,Central,Consumer,Economy,Office Supplies,Storage,"Smead Box, Single Width",0,32,8,3
AZ0201108091357,2/22/2011,Darcy Farnell,Italy,Tuscany,Grosseto,South,Consumer,Economy,Furniture,Furnishings,"Advantus Clock, Black",0,103,30,2
AZ0201108091357,2/22/2011,Darcy Farnell,Italy,Tuscany,Grosseto,South,Consumer,Economy,Office Supplies,Binders,"Acco Binder Covers, Recycled",0,41,12,3
AZ0201108091357,2/22/2011,Darcy Farnell,Italy,Tuscany,Grosseto,South,Consumer,Economy,Office Supplies,Binders,"Avery Binder Covers, Durable",0,63,8,5
AZ0201108091357,2/22/2011,Darcy Farnell,Italy,Tuscany,Grosseto,South,Consumer,Economy,Office Supplies,Binders,"Avery Binder Covers, Recycled",0,23,8,2
AZ0201108091357,2/22/2011,Darcy Farnell,Italy,Tuscany,Grosseto,South,Consumer,Economy,Technology,Machines,"Konica Printer, Red",0.4,477,40,3
AZ0201106186921,2/22/2011,Katherine Grant,France,Ile0de0France,Paris,Central,Consumer,Economy Plus,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",0,10,2,2
BN0201105307099,2/22/2011,Jared Wurster,Ireland,Dublin,Dublin,North,Consumer,Economy,Technology,Phones,"Apple Speaker Phone, with Caller ID",0.5,185,93,3
BN0201108574171,2/23/2011,Kayla Ronald,Italy,Lazio,Rome,South,Corporate,Economy,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",0.6,47,60,2
AZ0201108279503,2/24/2011,Angus Reading,Belgium,Namur,Namur,Central,Corporate,Economy,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",0,2076,104,5
AZ0201108279503,2/24/2011,Angus Reading,Belgium,Namur,Namur,Central,Corporate,Economy,Office Supplies,Binders,"Acco Binding Machine, Recycled",0,309,77,6
AZ0201108279503,2/24/2011,Angus Reading,Belgium,Namur,Namur,Central,Corporate,Economy,Technology,Copiers,"Brother Copy Machine, High0Speed",0,525,58,2
BN0201103728079,2/26/2011,Jodie Mellor,Netherlands,North Holland,Zaanstad,Central,Consumer,Economy,Furniture,Furnishings,"Advantus Frame, Black",0.2,533,0,6
BN0201103728079,2/26/2011,Jodie Mellor,Netherlands,North Holland,Zaanstad,Central,Consumer,Economy,Technology,Phones,"Motorola Headset, with Caller ID",0.5,120,41,3
AZ0201102777408,3/1/2011,Maya Summers,Germany,North Rhine0Westphalia,Bochum,Central,Home Office,Economy Plus,Office Supplies,Art,"Binney & Smith Pens, Easy0Erase",0,147,0,12
AZ0201102777408,3/1/2011,Maya Summers,Germany,North Rhine0Westphalia,Bochum,Central,Home Office,Economy Plus,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",0.1,102,35,2
AZ0201102777408,3/1/2011,Maya Summers,Germany,North Rhine0Westphalia,Bochum,Central,Home Office,Economy Plus,Technology,Machines,"Epson Calculator, Durable",0,47,13,1
AZ0201104069925,3/1/2011,Oscar Clayton,France,Alsace0Champagne0Ardenne0Lorraine,Colmar,Central,Consumer,Economy,Office Supplies,Art,"BIC Markers, Easy0Erase",0,107,30,4
AZ0201107903656,3/1/2011,Angus De Groot,United Kingdom,England,Farnborough,North,Corporate,Economy,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",0,1314,342,3
AZ0201107903656,3/1/2011,Angus De Groot,United Kingdom,England,Farnborough,North,Corporate,Economy,Furniture,Chairs,"Office Star Rocking Chair, Red",0,705,289,5
